AÑO;MARCA;MODELO;CAMIONES/ TRACTO;CARROCERIA;AÑO FAB;P.BRUTO;ORIGEN;FORMULA RODANTE;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;TTL;PER - Origen  de Marca;TYPE;"VOLVO / MACK 
SEGMENTATION";PER - CLAS. FINAL;"CODIGO 
VINCULADOR
(APLICATION SEGMENT)";"APLICATION
SEGMENTS"
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FOTON AUMARKCABINADO4X2MDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FOTON AUMARKCABINADO4X2MDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;CHINA;4X2;0;0;0;0;0;0;0;4;3;1;0;0;8;Chino;RIGID;NO APLICA;MDV;FOTON AUMARKCABINADO4X2MDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;14,150;CHINA;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FOTON AUMARKCABINADO4X2MDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;CHINA;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;CHINA;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;CHINA;4X2;0;0;3;0;1;0;0;0;0;0;0;0;4;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2014;5,495;CHINA;4X2;0;0;2;0;0;0;0;0;0;0;0;0;2;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;CHINA;4X2;0;1;0;0;0;0;0;0;1;0;0;0;2;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;CHINA;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;CHINA;4X2;0;1;0;0;0;0;0;0;1;0;3;0;5;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMARK;CAMIONES;CABINADO;2015;5,495;CHINA;4X2;0;1;0;0;0;0;0;0;0;1;0;0;2;Chino;RIGID;NO APLICA;XLDV;FOTON AUMARKCABINADO4X2XLDV;No aplica
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2013;35,000;CHINA;6X4;0;0;4;0;0;0;0;0;0;0;0;0;4;Chino;RIGID;APLICA;HDV;FOTON AUMANHORMIGONERA6X4HDV;Light Construction
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2014;35,000;CHINA;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANHORMIGONERA6X4HDV;Light Construction
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2014;35,000;CHINA;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANHORMIGONERA6X4HDV;Light Construction
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;OTROS;35,000;CHINA;6X4;0;0;2;0;0;0;0;0;0;0;0;0;2;Chino;RIGID;APLICA;HDV;FOTON AUMANHORMIGONERA6X4HDV;Light Construction
2015;FOTON;AUMAN;CAMIONES;HORMIGONERA;2014;32,000;CHINA;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANHORMIGONERA6X4HDV;Light Construction
2015;FOTON;AUMAN;CAMIONES;REMOLCADOR;2014;32,500;CHINA;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANREMOLCADOR6X4HDV;Demanding Long Haul
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2014;41,000;CHINA;6X4;0;0;3;0;0;0;0;0;0;0;0;0;3;Chino;RIGID;APLICA;HDV;FOTON AUMANVOLQUETE6X4HDV;Heavy Construction and Mining
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2014;41,000;CHINA;6X4;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANVOLQUETE6X4HDV;Heavy Construction and Mining
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;CHINA;6X4;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANVOLQUETE6X4HDV;Heavy Construction and Mining
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;CHINA;6X4;0;0;0;0;4;11;5;2;1;0;0;0;23;Chino;RIGID;APLICA;HDV;FOTON AUMANVOLQUETE6X4HDV;Heavy Construction and Mining
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;CHINA;6X4;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANVOLQUETE6X4HDV;Heavy Construction and Mining
2015;FOTON;AUMAN;CAMIONES;VOLQUETE;2013;41,000;CHINA;6X4;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;HDV;FOTON AUMANVOLQUETE6X4HDV;Heavy Construction and Mining
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;0;0;0;0;0;0;0;0;0;0;3;0;3;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;0;0;0;0;0;0;0;0;0;0;1;0;1;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;0;0;0;0;0;0;0;0;0;0;1;0;1;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;4;0;2;1;0;0;0;0;8;5;12;0;32;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;0;0;0;0;0;0;0;0;0;0;1;0;1;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2013;32,500;CHINA;6X4;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FOTON;AUMAN;TRACTOCAMIONES;REMOLCADOR;2014;32,500;CHINA;6X4;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;TRACTO;APLICA;HDV;FOTON AUMANHDV6X4;Economic Long Haul
2015;FORLAND;AUMARK;CAMIONES;AUXILIO;2015;5,495;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FORLAND AUMARKAUXILIO4X2XLDV;No aplica
2015;FORLAND;AUMARK;CAMIONES;AUXILIO;2015;5,495;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FORLAND AUMARKAUXILIO4X2XLDV;No aplica
2015;FORLAND;AUMARK;CAMIONES;BARANDA;2014;5,495;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FORLAND AUMARKBARANDA4X2XLDV;No aplica
2015;FORLAND;BJ1043V8JEA-S;CAMIONES;BARANDA;2014;6,000;CHINA;4X2;0;0;1;0;0;0;1;0;0;0;0;0;2;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1043V8JEA-SBARANDA4X2LDV;No aplica
2015;FORLAND;BJ1043V8JEA-S;CAMIONES;BARANDA;2014;6,000;CHINA;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1043V8JEA-SBARANDA4X2LDV;No aplica
2015;FORLAND;BJ1043V8JEA-S;CAMIONES;BARANDA;2014;6,000;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1043V8JEA-SBARANDA4X2LDV;No aplica
2015;FORLAND;BJ1043V9JEA-H;CAMIONES;BARANDA;2014;4,430;CHINA;4X2;0;0;0;0;0;2;0;0;0;0;0;0;2;Chino;RIGID;NO APLICA;XLDV;FORLAND BJ1043V9JEA-HBARANDA4X2XLDV;No aplica
2015;FORLAND;BJ1043V9JEA-H;CAMIONES;BARANDA;2014;4,430;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FORLAND BJ1043V9JEA-HBARANDA4X2XLDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;CHINA;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;CHINA;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;CHINA;4X2;1;0;1;0;0;0;0;0;0;1;1;2;6;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2014;6,290;CHINA;4X2;0;0;0;0;0;0;0;0;0;2;0;1;3;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1059VCJD6-3;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;3;1;2;5;2;0;0;0;0;0;0;0;13;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1059VCJD6-3BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1063VCJFA;CAMIONES;BARANDA;OTROS;9,040;CHINA;4X2;0;0;0;0;0;0;0;1;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1063VCJFABARANDA4X2LDV;No aplica
2015;FORLAND;BJ1063VCJFA;CAMIONES;BARANDA;OTROS;9,040;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1063VCJFABARANDA4X2LDV;No aplica
2015;FORLAND;BJ1063VCJFA-1;CAMIONES;BARANDA;2015;9,040;CHINA;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1063VCJFA-1BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1063VCJFA-1;CAMIONES;BARANDA;OTROS;9,040;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1063VCJFA-1BARANDA4X2LDV;No aplica
2015;FORLAND;BJ1063VCJFA-1;CAMIONES;BARANDA;OTROS;9,040;CHINA;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND BJ1063VCJFA-1BARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER 65;CAMIONES;BARANDA;2014;10,020;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER 65BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;CHINA;4X2;0;0;0;0;0;2;0;1;2;0;0;0;5;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F45BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F45BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;CHINA;4X2;0;0;0;0;2;2;0;1;0;0;0;0;5;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F45BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F45BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F45;CAMIONES;BARANDA;2015;10,020;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F45BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F65;CAMIONES;BARANDA;2014;10,020;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F65BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F65;CAMIONES;BARANDA;2014;10,020;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F65BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F65;CAMIONES;BARANDA;OTROS;10,020;CHINA;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F65BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;CHINA;4X2;0;0;0;1;1;0;0;0;0;0;0;1;3;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F80BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;CHINA;4X2;0;0;0;0;0;2;0;0;0;0;0;0;2;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F80BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;CHINA;4X2;0;0;1;1;1;1;1;0;0;0;1;0;6;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F80BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER F80;CAMIONES;BARANDA;2014;11,555;CHINA;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWER F80BARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;10,420;CHINA;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWERBARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;10,420;CHINA;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWERBARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;10,420;CHINA;4X2;0;0;0;0;0;0;1;0;0;1;0;0;2;Chino;RIGID;NO APLICA;MDV;FORLAND INCAPOWERBARANDA4X2MDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;0;0;2;0;0;0;0;0;2;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;0;1;1;1;2;0;0;0;5;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER;CAMIONES;BARANDA;2015;6,290;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;LDV;FORLAND INCAPOWERBARANDA4X2LDV;No aplica
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;CHINA;4X2;0;0;0;0;1;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;CHINA;4X2;1;0;0;0;2;0;0;0;1;0;0;2;6;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2013;17,345;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2014;17,345;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2014;17,345;CHINA;4X2;0;0;0;0;0;1;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;BARANDA;2015;17,345;CHINA;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;BARANDA;2013;17,995;CHINA;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;BARANDA;2013;17,995;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130BARANDA4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;BARANDA;2015;17,995;CHINA;4X2;0;1;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130BARANDA4X2MHDV;Distribution
2015;FORLAND;BJ1103VG;CAMIONES;CABINADO;2013;11,030;CHINA;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND BJ1103VGCABINADO4X2MDV;No aplica
2015;FORLAND;BJ1142V5PDB-F1;CAMIONES;CABINADO;2013;11,420;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND BJ1142V5PDB-F1CABINADO4X2MDV;No aplica
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;CHINA;4X2;0;0;0;0;0;0;1;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;CHINA;4X2;0;0;0;0;0;1;1;0;0;0;0;0;2;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;CHINA;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F110;CAMIONES;CABINADO;2014;17,345;CHINA;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F110CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;CHINA;4X2;0;0;0;0;0;0;0;0;0;1;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;CHINA;4X2;0;0;2;1;0;4;2;0;0;2;0;0;11;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;CHINA;4X2;0;0;0;0;0;0;0;0;0;0;0;1;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130CABINADO4X2MHDV;Distribution
2015;FORLAND;INCAPOWER F130;CAMIONES;CABINADO;2014;17,995;CHINA;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;APLICA;MHDV;FORLAND INCAPOWER F130CABINADO4X2MHDV;Distribution
2015;FORLAND;BJ3042V3PBB;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;1;0;0;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBBVOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBBVOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;0;0;1;0;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;0;0;0;0;0;0;0;0;1;0;0;1;2;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;1;0;0;0;0;0;0;0;1;1;0;1;4;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;1;0;0;0;0;0;0;0;0;0;1;0;2;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;0;0;0;0;0;0;0;0;1;0;0;0;1;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;2;0;0;0;0;0;0;0;0;0;0;1;3;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2014;11,470;CHINA;4X2;2;0;2;0;0;0;0;0;0;0;0;0;4;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;BJ3042V3PBB-A2;CAMIONES;VOLQUETE;2015;11,470;CHINA;4X2;0;3;0;0;0;0;0;0;0;0;0;0;3;Chino;RIGID;NO APLICA;MDV;FORLAND BJ3042V3PBB-A2VOLQUETE4X2MDV;No aplica
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2014;5,490;CHINA;4X2;0;0;0;1;0;0;0;0;0;0;0;0;1;Chino;RIGID;NO APLICA;XLDV;FORLAND INCAPOWER FD20VOLQUETE4X2XLDV;No aplica
2015;FORLAND;INCAPOWER FD20;CAMIONES;VOLQUETE;2014;5,490;CHINA;4X2;0;0;1;0;0;1;0;0;0;0;0;0;2;Chino;RIGID;NO APLICA;XLDV;FORLAND INCAPOWER FD20VOLQUETE4X2XLDV;No aplica
